Nhash ID,Variable Name,Field Name,Description,Data Type,Numeric Type,Unit,Min,Max,Step,Resource Type,Nullable,Null Represents,BICAN UUID,Parent Variable,Resource Subgroup,Value Set (code/#/label)
PD-UXUXCN35,library_pool_flowcell_type,Library Pool Flowcell Type,Library Pool Flowcell Type,categorical,"","","","","",Library Pool,Yes,"","",Library Pool,Sequencing Outcome,10B_100cycle/#/10B_100cycle10B_200cycle/#/10B_200cycle10B_300cycle/#/10B_300cycle25B_100cycle/#/25B_100cycle25B_200cycle/#/25B_200cycle25B_300cycle/#/25B_300cycleP2-100/#/P2-100
PD-GXGXFB34,library_pool_fastq_submission_id,Library Pool FASTQ Submission ID,Library Pool FASTQ Submission ID,text,"","","","","",Library Pool,Yes,"","",Library Pool,Sequencing Outcome,""
PD-LJEAUS44,gsr_controlled_access,Genomic Summary Results (GSR) Controlled Access,"",categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,True/#/TrueFalse/#/False
"",ic_form,IC Form,"","","","","","","","","","","","","",""
PD-LULUZK32,ic_form_local_name,IC Form Local Name,"",text,"","","","","",IC Form,No,"","a220b50e-7691-4385-ba35-90ce760be3c3,",IC Form,Identification,""
PD-BKBKJG32,ic_form_effective_date,IC Form Effective Date,"",date,"","","","","",IC Form,No,"",6c0696fc-e6ec-45d2-9440-e61463228936,IC Form,Administrative,""
PD-CWQCRN46,ic_form_project_identifier,The Database ID of the Project the IC Form is Associated With,"",text,"","","","","",IC Form,No,"",abd4e1df-9c8e-4560-9077-ace8358b26de,IC Form,Ownership,""
PD-QJQJVG28,cohort_tag,Cohort Tag,"",text,"","","","","",IC Form,No,"",783ec297-f361-4a23-b78d-801bdb1e3fd3,IC Form,Administrative,""
PD-XRXRTM41,donor_ic_forms,Donor IC Forms,Donor IC Forms,text,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,""
PD-HEHEQB42,donor_project,Donor Project,Donor Project,categorical,"","","","","",Donor,No,"","",General Subject Fields,General Subject Fields,U24MH130988/#/U24MH130988U24MH130919/#/U24MH130919U24MH130968/#/U24MH130968U24MH130918/#/U24MH130918UM1MH130966/#/UM1MH130966UM1MH130981/#/UM1MH130981UM1MH130991/#/UM1MH130991UM1MH130994/#/UM1MH130994U01MH130907/#/U01MH130907U01MH130962/#/U01MH130962U01MH130995/#/U01MH130995BICAN-NBB/#/BICAN-NBBNEUROPATH/#/NEUROPATHU19MH114830/#/U19MH114830R01MH134800/#/R01MH134800R01MH134799/#/R01MH134799R01MH134809/#/R01MH134809R01MH134833/#/R01MH134833RF1MH128840/#/RF1MH128840
PD-FGFGYJ57,slab_project,Slab Project,Slab Project,categorical,"","","","","",Slab,No,"","",Slab,Ownership,U24MH130988/#/U24MH130988U24MH130919/#/U24MH130919U24MH130968/#/U24MH130968U24MH130918/#/U24MH130918UM1MH130966/#/UM1MH130966UM1MH130981/#/UM1MH130981UM1MH130991/#/UM1MH130991UM1MH130994/#/UM1MH130994U01MH130907/#/U01MH130907U01MH130962/#/U01MH130962U01MH130995/#/U01MH130995BICAN-NBB/#/BICAN-NBBNEUROPATH/#/NEUROPATHU19MH114830/#/U19MH114830R01MH134800/#/R01MH134800R01MH134799/#/R01MH134799R01MH134809/#/R01MH134809R01MH134833/#/R01MH134833RF1MH128840/#/RF1MH128840
PD-VXVXKM58,tissue_project,Tissue Project,Tissue Project,categorical,"","","","","",Tissue,No,"","",Tissue,Ownership,U24MH130988/#/U24MH130988U24MH130919/#/U24MH130919U24MH130968/#/U24MH130968U24MH130918/#/U24MH130918UM1MH130966/#/UM1MH130966UM1MH130981/#/UM1MH130981UM1MH130991/#/UM1MH130991UM1MH130994/#/UM1MH130994U01MH130907/#/U01MH130907U01MH130962/#/U01MH130962U01MH130995/#/U01MH130995BICAN-NBB/#/BICAN-NBBNEUROPATH/#/NEUROPATHU19MH114830/#/U19MH114830R01MH134800/#/R01MH134800R01MH134799/#/R01MH134799R01MH134809/#/R01MH134809R01MH134833/#/R01MH134833RF1MH128840/#/RF1MH128840
PD-JHJHYJ57,section_project,Section Project,Section Project,categorical,"","","","","",Section,No,"","",Section,Ownership,U24MH130988/#/U24MH130988U24MH130919/#/U24MH130919U24MH130968/#/U24MH130968U24MH130918/#/U24MH130918UM1MH130966/#/UM1MH130966UM1MH130981/#/UM1MH130981UM1MH130991/#/UM1MH130991UM1MH130994/#/UM1MH130994U01MH130907/#/U01MH130907U01MH130962/#/U01MH130962U01MH130995/#/U01MH130995BICAN-NBB/#/BICAN-NBBNEUROPATH/#/NEUROPATHU19MH114830/#/U19MH114830R01MH134800/#/R01MH134800R01MH134799/#/R01MH134799R01MH134809/#/R01MH134809R01MH134833/#/R01MH134833RF1MH128840/#/RF1MH128840
PD-BIBIQB42,dissociated_cell_sample_project,Dissociated Cell Sample Project,Dissociated Cell Sample Project,categorical,"","","","","",Dissociated Cell Sample,No,"","",Dissociated Cell Sample,Ownership,U24MH130988/#/U24MH130988U24MH130919/#/U24MH130919U24MH130968/#/U24MH130968U24MH130918/#/U24MH130918UM1MH130966/#/UM1MH130966UM1MH130981/#/UM1MH130981UM1MH130991/#/UM1MH130991UM1MH130994/#/UM1MH130994U01MH130907/#/U01MH130907U01MH130962/#/U01MH130962U01MH130995/#/U01MH130995BICAN-NBB/#/BICAN-NBBNEUROPATH/#/NEUROPATHU19MH114830/#/U19MH114830R01MH134800/#/R01MH134800R01MH134799/#/R01MH134799R01MH134809/#/R01MH134809R01MH134833/#/R01MH134833RF1MH128840/#/RF1MH128840
PD-GIGICT43,enriched_cell_sample_project,Enriched Cell Sample Project,Enriched Cell Sample Project,categorical,"","","","","",Enriched Cell Sample,No,"","",Enriched Cell Sample,Ownership,U24MH130988/#/U24MH130988U24MH130919/#/U24MH130919U24MH130968/#/U24MH130968U24MH130918/#/U24MH130918UM1MH130966/#/UM1MH130966UM1MH130981/#/UM1MH130981UM1MH130991/#/UM1MH130991UM1MH130994/#/UM1MH130994U01MH130907/#/U01MH130907U01MH130962/#/U01MH130962U01MH130995/#/U01MH130995BICAN-NBB/#/BICAN-NBBNEUROPATH/#/NEUROPATHU19MH114830/#/U19MH114830R01MH134800/#/R01MH134800R01MH134799/#/R01MH134799R01MH134809/#/R01MH134809R01MH134833/#/R01MH134833RF1MH128840/#/RF1MH128840
PD-DZDZWQ40,barcoded_cell_sample_project,Barcoded Cell Sample Project,Barcoded Cell Sample Project,categorical,"","","","","",Barcoded Cell Sample,No,"","",Barcoded Cell Sample,Ownership,U24MH130988/#/U24MH130988U24MH130919/#/U24MH130919U24MH130968/#/U24MH130968U24MH130918/#/U24MH130918UM1MH130966/#/UM1MH130966UM1MH130981/#/UM1MH130981UM1MH130991/#/UM1MH130991UM1MH130994/#/UM1MH130994U01MH130907/#/U01MH130907U01MH130962/#/U01MH130962U01MH130995/#/U01MH130995BICAN-NBB/#/BICAN-NBBNEUROPATH/#/NEUROPATHU19MH114830/#/U19MH114830R01MH134800/#/R01MH134800R01MH134799/#/R01MH134799R01MH134809/#/R01MH134809R01MH134833/#/R01MH134833RF1MH128840/#/RF1MH128840
PD-GNGNEV39,amplified_cdna_project,Amplified cDNA Project,Amplified cDNA Project,categorical,"","","","","",Amplified cDNA,No,"","",Amplified cDNA,Ownership,U24MH130988/#/U24MH130988U24MH130919/#/U24MH130919U24MH130968/#/U24MH130968U24MH130918/#/U24MH130918UM1MH130966/#/UM1MH130966UM1MH130981/#/UM1MH130981UM1MH130991/#/UM1MH130991UM1MH130994/#/UM1MH130994U01MH130907/#/U01MH130907U01MH130962/#/U01MH130962U01MH130995/#/U01MH130995BICAN-NBB/#/BICAN-NBBNEUROPATH/#/NEUROPATHU19MH114830/#/U19MH114830R01MH134800/#/R01MH134800R01MH134799/#/R01MH134799R01MH134809/#/R01MH134809R01MH134833/#/R01MH134833RF1MH128840/#/RF1MH128840
PD-PMPMPG50,library_project,Library Project,Library Project,categorical,"","","","","",Library,No,"","",Library,Ownership,U24MH130988/#/U24MH130988U24MH130919/#/U24MH130919U24MH130968/#/U24MH130968U24MH130918/#/U24MH130918UM1MH130966/#/UM1MH130966UM1MH130981/#/UM1MH130981UM1MH130991/#/UM1MH130991UM1MH130994/#/UM1MH130994U01MH130907/#/U01MH130907U01MH130962/#/U01MH130962U01MH130995/#/U01MH130995BICAN-NBB/#/BICAN-NBBNEUROPATH/#/NEUROPATHU19MH114830/#/U19MH114830R01MH134800/#/R01MH134800R01MH134799/#/R01MH134799R01MH134809/#/R01MH134809R01MH134833/#/R01MH134833RF1MH128840/#/RF1MH128840
PD-JGJGPG50,library_aliquot_project,Library Aliquot Project,Library Aliquot Project,categorical,"","","","","",Library Aliquot,No,"","",Library Aliquot,Ownership,U24MH130988/#/U24MH130988U24MH130919/#/U24MH130919U24MH130968/#/U24MH130968U24MH130918/#/U24MH130918UM1MH130966/#/UM1MH130966UM1MH130981/#/UM1MH130981UM1MH130991/#/UM1MH130991UM1MH130994/#/UM1MH130994U01MH130907/#/U01MH130907U01MH130962/#/U01MH130962U01MH130995/#/U01MH130995BICAN-NBB/#/BICAN-NBBNEUROPATH/#/NEUROPATHU19MH114830/#/U19MH114830R01MH134800/#/R01MH134800R01MH134799/#/R01MH134799R01MH134809/#/R01MH134809R01MH134833/#/R01MH134833RF1MH128840/#/RF1MH128840
PD-MOMOLO49,library_pool_projects,Library Pool Projects,Library Pool Projects,categorical,"","","","","",Library Pool,No,"","",Library Pool,Ownership,U24MH130988/#/U24MH130988U24MH130919/#/U24MH130919U24MH130968/#/U24MH130968U24MH130918/#/U24MH130918UM1MH130966/#/UM1MH130966UM1MH130981/#/UM1MH130981UM1MH130991/#/UM1MH130991UM1MH130994/#/UM1MH130994U01MH130907/#/U01MH130907U01MH130962/#/U01MH130962U01MH130995/#/U01MH130995BICAN-NBB/#/BICAN-NBBNEUROPATH/#/NEUROPATHU19MH114830/#/U19MH114830R01MH134800/#/R01MH134800R01MH134799/#/R01MH134799R01MH134809/#/R01MH134809R01MH134833/#/R01MH134833RF1MH128840/#/RF1MH128840
PD-APAPRP41,donor_labs,Donor Labs,Donor Labs,categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,Broad/#/BroadPrinceton_Lein/#/Princeton_LeinUCLA_Bhaduri/#/UCLA_BhaduriSalk_Ecker/#/Salk_EckerHarvard_Arlotta/#/Harvard_ArlottaAIBS/#/AIBSUCLA_Luo/#/UCLA_LuoUCSF_Nowakowski/#/UCSF_NowakowskiHarvard_Zhuang/#/Harvard_ZhuangUTSW_Lai/#/UTSW_LaiUTSW_Konopka/#/UTSW_Konopka
PD-ISISWQ40,tissue_lab,Tissue Lab,Tissue Lab,categorical,"","","","","",Tissue,No,"","",Tissue,Ownership,Broad/#/BroadPrinceton_Lein/#/Princeton_LeinUCLA_Bhaduri/#/UCLA_BhaduriSalk_Ecker/#/Salk_EckerHarvard_Arlotta/#/Harvard_ArlottaAIBS/#/AIBSUCLA_Luo/#/UCLA_LuoUCSF_Nowakowski/#/UCSF_NowakowskiHarvard_Zhuang/#/Harvard_ZhuangUTSW_Lai/#/UTSW_LaiUTSW_Konopka/#/UTSW_Konopka
PD-OFOFEV39,section_lab,Section Lab,Section Lab,categorical,"","","","","",Section,No,"","",Section,Ownership,Broad/#/BroadPrinceton_Lein/#/Princeton_LeinUCLA_Bhaduri/#/UCLA_BhaduriSalk_Ecker/#/Salk_EckerHarvard_Arlotta/#/Harvard_ArlottaAIBS/#/AIBSUCLA_Luo/#/UCLA_LuoUCSF_Nowakowski/#/UCSF_NowakowskiHarvard_Zhuang/#/Harvard_ZhuangUTSW_Lai/#/UTSW_LaiUTSW_Konopka/#/UTSW_Konopka
PD-BGBGRC24,dissociated_cell_sample_lab,Dissociated Cell Sample Lab,Dissociated Cell Sample Lab,categorical,"","","","","",Dissociated Cell Sample,No,"","",Dissociated Cell Sample,Ownership,Broad/#/BroadPrinceton_Lein/#/Princeton_LeinUCLA_Bhaduri/#/UCLA_BhaduriSalk_Ecker/#/Salk_EckerHarvard_Arlotta/#/Harvard_ArlottaAIBS/#/AIBSUCLA_Luo/#/UCLA_LuoUCSF_Nowakowski/#/UCSF_NowakowskiHarvard_Zhuang/#/Harvard_ZhuangUTSW_Lai/#/UTSW_LaiUTSW_Konopka/#/UTSW_Konopka
PD-BGBGDF25,enriched_cell_sample_lab,Enriched Cell Sample Lab,Enriched Cell Sample Lab,categorical,"","","","","",Enriched Cell Sample,No,"","",Enriched Cell Sample,Ownership,Broad/#/BroadPrinceton_Lein/#/Princeton_LeinUCLA_Bhaduri/#/UCLA_BhaduriSalk_Ecker/#/Salk_EckerHarvard_Arlotta/#/Harvard_ArlottaAIBS/#/AIBSUCLA_Luo/#/UCLA_LuoUCSF_Nowakowski/#/UCSF_NowakowskiHarvard_Zhuang/#/Harvard_ZhuangUTSW_Lai/#/UTSW_LaiUTSW_Konopka/#/UTSW_Konopka
PD-WNWNYW22,barcoded_cell_sample_lab,Barcoded Cell Sample Lab,Barcoded Cell Sample Lab,categorical,"","","","","",Barcoded Cell Sample,No,"","",Barcoded Cell Sample,Ownership,Broad/#/BroadPrinceton_Lein/#/Princeton_LeinUCLA_Bhaduri/#/UCLA_BhaduriSalk_Ecker/#/Salk_EckerHarvard_Arlotta/#/Harvard_ArlottaAIBS/#/AIBSUCLA_Luo/#/UCLA_LuoUCSF_Nowakowski/#/UCSF_NowakowskiHarvard_Zhuang/#/Harvard_ZhuangUTSW_Lai/#/UTSW_LaiUTSW_Konopka/#/UTSW_Konopka
PD-ADADGX21,amplified_cdna_lab,Amplified cDNA Lab,Amplified cDNA Lab,categorical,"","","","","",Amplified cDNA,No,"","",Amplified cDNA,Ownership,Broad/#/BroadPrinceton_Lein/#/Princeton_LeinUCLA_Bhaduri/#/UCLA_BhaduriSalk_Ecker/#/Salk_EckerHarvard_Arlotta/#/Harvard_ArlottaAIBS/#/AIBSUCLA_Luo/#/UCLA_LuoUCSF_Nowakowski/#/UCSF_NowakowskiHarvard_Zhuang/#/Harvard_ZhuangUTSW_Lai/#/UTSW_LaiUTSW_Konopka/#/UTSW_Konopka
PD-HXHXRI32,library_lab,Library Lab,Library Lab,categorical,"","","","","",Library,No,"","",Library,Ownership,Broad/#/BroadPrinceton_Lein/#/Princeton_LeinUCLA_Bhaduri/#/UCLA_BhaduriSalk_Ecker/#/Salk_EckerHarvard_Arlotta/#/Harvard_ArlottaAIBS/#/AIBSUCLA_Luo/#/UCLA_LuoUCSF_Nowakowski/#/UCSF_NowakowskiHarvard_Zhuang/#/Harvard_ZhuangUTSW_Lai/#/UTSW_LaiUTSW_Konopka/#/UTSW_Konopka
PD-GHGHRI32,library_aliquot_lab,Library Aliquot Lab,Library Aliquot Lab,categorical,"","","","","",Library Aliquot,No,"","",Library Aliquot,Ownership,Broad/#/BroadPrinceton_Lein/#/Princeton_LeinUCLA_Bhaduri/#/UCLA_BhaduriSalk_Ecker/#/Salk_EckerHarvard_Arlotta/#/Harvard_ArlottaAIBS/#/AIBSUCLA_Luo/#/UCLA_LuoUCSF_Nowakowski/#/UCSF_NowakowskiHarvard_Zhuang/#/Harvard_ZhuangUTSW_Lai/#/UTSW_LaiUTSW_Konopka/#/UTSW_Konopka
PD-XOXOLO49,library_pool_labs,Library Pool Labs,Library Pool Labs,categorical,"","","","","",Library Pool,No,"","",Library Pool,Ownership,Broad/#/BroadPrinceton_Lein/#/Princeton_LeinUCLA_Bhaduri/#/UCLA_BhaduriSalk_Ecker/#/Salk_EckerHarvard_Arlotta/#/Harvard_ArlottaAIBS/#/AIBSUCLA_Luo/#/UCLA_LuoUCSF_Nowakowski/#/UCSF_NowakowskiHarvard_Zhuang/#/Harvard_ZhuangUTSW_Lai/#/UTSW_LaiUTSW_Konopka/#/UTSW_Konopka
PD-RPKJLO49,alignment_qc_status,Alignment QC Status,Library Aliquot Alignment QC Status,categorical,"","","","","",Library Aliquot,Yes,"","",Library Aliquot,Sequencing Outcome,Available/#/AvailableNot Available/#/Not Available
PD-EYEYPI37,nemo_pool_bucket,Nemo Pool Bucket,Nemo Pool Bucket,text,"","","","","",Library Pool,Yes,"","",Library Pool,Sequencing Outcome,""
PD-DADALW44,nemo_aliquot_fastq_public_url,NeMO Aliquot Fastq Public URL,NeMO Aliquot Fastq Public URL,text,"","","","","",Library Aliquot,Yes,"","",Library Aliquot,Sequencing Outcome,""
PD-FWFWLW44,nemo_aliquot_fastq_gcp_url,NeMO Aliquot Fastq GCP URL,NeMO Aliquot Fastq GCP URL,text,"","","","","",Library Aliquot,Yes,"","",Library Aliquot,Sequencing Outcome,""
PD-RSRSYY31,ic_form_nhash_id,IC form NHash ID,"",text,"","","","","",IC Form,No,"","",IC Form,Identification,""
PD-RERQEV39,bcs_number_of_reads,Barcoded Cell Sample QC Number of Reads,GEX barcoded cell sample: total number of reads for alignment,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-VOZIKV34,bcs_sequencing_saturation,Barcoded Cell Sample QC Sequencing Saturation,GEX barcoded cell sample: Proportion of unique molecular identifiers (UMIs) observed relative to the total number of possible UMIs.,numeric,float,"",0.55,"","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-ZOHNQH25,bcs_fraction_of_unique_reads_mapped_to_genome,Barcoded Cell Sample QC Fraction of Unique Reads Mapped to Genome,GEX barcoded cell sample: Fraction of unique reads that map to the genome,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-SHHNQH25,bcs_fraction_of_unique_and_multiple_reads_mapped_to_genome,Barcoded Cell Sample QC Fraction of Unique and Multiple Reads Mapped to Genome,GEX barcoded cell sample: Fraction of both unique and multiple reads that map to the genome.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-CLMVIP21,bcs_fraction_of_reads_with_Q30_bases_in_rna,Barcoded Cell Sample QC Fraction of Reads with Q30 Bases in RNA,GEX barcoded cell sample: fraction of reads with Q30 bases in RNA,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-VLIUXP29,bcs_fraction_of_reads_with_Q30_bases_in_cb_and_umi,Barcoded Cell Sample QC Fraction of Reads with Q30 Bases in cb And umi,GEX barcoded cell sample: Fraction of reads with base quality score  Q30 in cell barcode (CB) and unique molecular identifier (UMI).,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-ENINEV39,bcs_fraction_of_reads_with_valid_barcodes,Barcoded Cell Sample QC Fraction of Reads with Valid Barcodes,GEX barcoded cell sample: Fraction of reads with valid cell barcodes.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-FDLZQH25,bcs_reads_mapped_antisense_to_gene,Barcoded Cell Sample QC Reads Mapped Antisense to Gene,GEX barcoded cell sample: Number of reads mapped antisense to gene regions.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-IVAPJB23,bcs_reads_mapped_confidently_exonic,Barcoded Cell Sample QC Reads Mapped Confidently Exonic,GEX barcoded cell sample: Number of reads mapped confidently to exonic regions.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-SNLZQH25,bcs_reads_mapped_confidently_to_genome,Barcoded Cell Sample QC Reads Mapped Confidently to Genome,GEX barcoded cell sample: Number of reads mapped confidently to the genome.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-BAGYEV39,bcs_reads_mapped_confidently_to_intronic_regions,Barcoded Cell Sample QC Reads Mapped Confidently to Intronic Regions,GEX barcoded cell sample: Number of reads mapped confidently to intronic regions.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-NNPGSK50,bcs_reads_mapped_confidently_to_transcriptome,Barcoded Cell Sample QC Reads Mapped Confidently to Transcriptome,GEX barcoded cell sample: Number of reads mapped confidently to the transcriptome.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-GVQREV39,bcs_estimated_cells,Barcoded Cell Sample QC Estimated Cells,GEX barcoded cell sample: Estimated number of cells from STARsolo using the Emptydops_CR parameter (above background).  These cells are used for all cell-level metrics.,numeric,float,"",2000,20000,"",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-YYPREV39,bcs_umis_in_cells,Barcoded Cell Sample QC umis in Cells,GEX barcoded cell sample: Total number of unique molecular identifiers (UMIs) in cells.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-RRRRXO32,bcs_mean_umi_per_cell,Barcoded Cell Sample QC Mean umi Per Cell,GEX barcoded cell sample: Average number of UMIs per cell.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-KXIKXO32,bcs_median_umi_per_cell,Barcoded Cell Sample QC Median umi Per Cell,GEX barcoded cell sample: Median number of UMIs per cell.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-DCDQQH25,bcs_unique_reads_in_cells_mapped_to_gene,Barcoded Cell Sample QC Unique Reads in Cells Mapped to Gene,GEX barcoded cell sample: Number of unique reads in cells mapped to genes.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-VBQFEV39,bcs_fraction_of_unique_reads_in_cells,Barcoded Cell Sample QC Fraction of Unique Reads in Cells,GEX barcoded cell sample: Fraction of unique reads in cells.,numeric,float,"",0.5,0.75,"",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-YUFFLC46,bcs_mean_reads_per_cell,Barcoded Cell Sample QC Mean Reads per Cell,GEX barcoded cell sample: Average number of reads per cell.,numeric,float,"",50000,"","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-GJKXXO32,bcs_median_reads_per_cell,Barcoded Cell Sample QC Median Reads per Cell,GEX barcoded cell sample: Median number of reads per cell.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-IKKRXO32,bcs_mean_gene_per_cell,Barcoded Cell Sample QC Mean Gene per Cell,GEX barcoded cell sample: Average number of genes per cell.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-KVXIXO32,bcs_median_gene_per_cell,Barcoded Cell Sample QC Median Gene per Cell,GEX barcoded cell sample: Median number of genes per cell.,numeric,float,"",3000,"","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-RCJECP24,bcs_total_genes_unique_detected,Barcoded Cell Sample QC Total Genes Unique Detected,GEX barcoded cell sample: Total number of unique genes detected.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-BHRQWQ40,bcs_percent_target,Barcoded Cell Sample QC Percent Target,GEX barcoded cell sample: Percentage of target cells. Calculated as: estimated_number_of_cells / barcoded_cell_sample_number_of_expected_cells,numeric,float,"",0.5,1.5,"",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-VPFOEV39,bcs_percent_intronic_reads,Barcoded Cell Sample QC Percent Intronic Reads,GEX barcoded cell sample: Percentage of intronic reads. Calculated as: reads_mapped_confidently_to_intronic_regions / number_of_reads,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-KXGJXO32,bcs_keeper_mean_reads_per_cell,Barcoded Cell Sample QC Keeper Mean Reads per Cell,"GEX barcoded cell sample: Mean reads per cell for cells with >1500 genes or nuclei with >1000 genes, and doublet_score < 0.3.",numeric,float,"",50000,"","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-FOEPEV39,bcs_keeper_median_genes,Barcoded Cell Sample QC Keeper Median Genes,"GEX barcoded cell sample: Median genes per cell for cells with >1500 genes or nuclei with >1000 genes, and doublet_score < 0.3.",numeric,float,"",3000,"","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-DODOGY64,bcs_keeper_cells,Barcoded Cell Sample QC Keeper Cells,"GEX barcoded cell sample: Number of cells with >1500 genes or nuclei with >1000 genes, and doublet score < 0.3.",numeric,float,"",2000,"","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-OQPQQD38,bcs_percent_keeper,Barcoded Cell Sample QC Percent Keeper,GEX barcoded cell sample: Percentage of keeper cells. Calculated as: keeper_cells / estimated_cells,numeric,float,"",0.5,0.75,"",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-STMSQH25,bcs_percent_usable,Barcoded Cell Sample QC Percent Usable,GEX barcoded cell sample: Percentage of usable cells. Calculated as: keeper_cells / barcoded_cell_sample_number_of_expected_cells,numeric,float,"",0.5,0.75,"",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-JLLNWD35,bcs_frac_tso,Barcoded Cell Sample QC Frac TSO,GEX barcoded cell sample: Fraction of reads containing TSO sequence. Calculated as the number of reads that have 20 bp or more of TSO Sequence clipped from 5' end/ total number of reads.,numeric,float,"","",0.3,"",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-CRBQEV39,bcs_percent_doublets,Barcoded Cell Sample QC Percent Doublets,GEX barcoded cell sample: Percentage of cells flagged as doublets based on doublet scores calculated from a modified DoubletFinder algorithm.,numeric,float,"","",0.3,"",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - GEX,""
PD-DHQREV39,bcs_sequenced_reads,Barcoded Cell Sample QC Sequenced Reads,"ATAC barcoded cell sample: The total number of reads generated from the sequencing process, which includes both reads that are mapped and unmapped.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-VENEEV39,bcs_sequenced_read_pairs,Barcoded Cell Sample QC Sequenced Read Pairs,ATAC barcoded cell sample: The total number of read pairs (two reads per pair) generated from the sequencing process. This is typically half of the total sequenced reads if all reads are paired.,numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-REHNQH25,bcs_fraction_valid_barcode,Barcoded Cell Sample QC Fraction Valid Barcode,"ATAC barcoded cell sample: The fraction of reads that contain a valid barcode, indicating the proportion of reads that are correctly assigned to a specific cell or sample.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
